Sample,Sim_Id,AgeBin,Gender,Prevalence,Prevalence-Provincial-all--Beta-alpha,Prevalence-Provincial-all--Beta-beta,Province,Result,Year,weight
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.4,1027.807763461902,-949.1803184274318,Central,0.19921875,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.965129800000001,3492.099683691275,-3220.83128934853,Central,0.15878378378378374,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.8,5580.329706497115,-5009.010348691287,Central,0.11748251748251748,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,17.3,1035.6077634619016,-973.803846498786,Copperbelt,0.20268456375838925,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.3305845,3562.899514255689,-3272.032468718984,Copperbelt,0.17221584385763491,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,16.2,8070.176097978713,-7570.078807980027,Copperbelt,0.10487580496780127,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,1023.0077634619016,-928.097966783547,Eastern,0.0,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.1175849,2721.641866930488,-2421.246853692883,Eastern,0.0,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.7,6552.681559192647,-5699.813824232563,Eastern,0.0,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,8.6,1018.2077634619019,-897.9277909663319,Luapula,0.21008403361344535,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,15.316892000000001,5486.88497558957,-5126.725828447345,Luapula,0.17381489841986456,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.7,7090.02797117308,-6357.200345278948,Luapula,0.1595197255574614,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,18.7,28827.994652668098,-27284.444136482638,Lusaka,0.0,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,19.0665148,8661.392161189533,-8205.172171221071,Lusaka,0.0,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.0,8125.398280652953,-7498.444566756572,Lusaka,0.0,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,3.5900894,1008.1879422619023,-725.6411842168513,Muchinga,0.0,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,5.8,2940.7390236929364,-2431.887467883809,Muchinga,0.0,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,6.2,1013.407763461904,-848.116188709984,Northern,0.0,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.6718239,1380.0925529793294,-1198.3318375412014,Northern,0.0,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,10.6,5577.477582593707,-5049.394791782979,Northern,0.0,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,14.6,2683.898589358238,-2498.1384120049343,Southern,0.19382504288164665,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.21220145,3313.1035896088456,-3060.4183724523327,Southern,0.17052023121387286,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,8263.173647500653,-7510.066952273321,Southern,0.13489409141583056,2014.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,8.3,1017.6077634619018,-893.1249003942028,Western,0.0,2002.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.729602900000001,3368.2383219029543,-3120.9844462862784,Western,0.0,2007.5,1.0
225,31b26a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.5,7025.601869074862,-6461.633719548874,Western,0.0,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,0.0,1.0,62.524271634637,Central,0.1958997722095672,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.1462537,6735.532326189514,-6429.43880240813,Central,0.20229007633587787,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,14.8,12999.529815923874,-12119.250774307397,Central,0.20123839009287925,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.1,1045.2077634619018,-995.9585433957524,Copperbelt,0.1814516129032258,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,21.5884494,6384.415684735318,-6086.729062391088,Copperbelt,0.18442153493699887,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,20.0,14663.62260272806,-13928.491472591657,Copperbelt,0.1851520572450805,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.1,1132.6475290731323,-1060.3588626710743,Eastern,0.22399999999999998,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,11.370672099999998,3484.782471235827,-3176.3993093085887,Eastern,0.2195121951219512,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.9,11324.197268020245,-10283.371830587195,Eastern,0.19625137816979046,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,13.3,1027.6077634619016,-948.4192098181496,Luapula,0.0,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,11.5189037,3651.8808832667964,-3332.9339776974066,Luapula,0.0,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,12.1,9041.326456647197,-8292.192038742469,Luapula,0.0,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,25.0,1051.0077634619024,-1007.0074529234264,Lusaka,0.0,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.397826300000002,5850.611883235692,-5587.443151730899,Lusaka,0.0,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,19.4,11814.396538880941,-11203.458572959244,Lusaka,0.0,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,6.809329300000001,1106.3673413346016,-942.0360319449087,Muchinga,0.0,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,6.9,5007.762454530294,-4280.144707496918,Muchinga,0.0,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.0,1021.0077634618999,-917.00698711571,Northern,0.14666666666666667,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,8.2724281,1280.6087032318217,-1123.9251341800916,Northern,0.1329479768786127,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.4,6288.488175100569,-5681.922004417821,Northern,0.09508716323296357,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,20.2,1041.4077634619014,-987.9024286370546,Southern,0.1664,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,15.768985500000001,6045.440500263482,-5660.128555416841,Southern,0.16666666666666666,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,14.7,8213.247955076164,-7652.5916316015955,Southern,0.14225941422594146,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.9,1034.807763461902,-971.635706452322,Western,0.056657223796034,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.0430246,3593.5978876249474,-3367.6626897929286,Western,0.04838709677419355,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,17.5,7539.259158169162,-7106.501491988067,Western,0.06701940035273367,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.4,1027.807763461902,-949.1803184274318,Central,0.16210045662100456,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.965129800000001,3492.099683691275,-3220.83128934853,Central,0.15145631067961166,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.8,5580.329706497115,-5009.010348691287,Central,0.1371610845295056,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,17.3,1035.6077634619016,-973.803846498786,Copperbelt,0.14184397163120568,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.3305845,3562.899514255689,-3272.032468718984,Copperbelt,0.13403263403263405,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,16.2,8070.176097978713,-7570.078807980027,Copperbelt,0.13636363636363635,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,1023.0077634619016,-928.097966783547,Eastern,0.1779788838612368,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.1175849,2721.641866930488,-2421.246853692883,Eastern,0.1517150395778364,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.7,6552.681559192647,-5699.813824232563,Eastern,0.1437371663244353,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,8.6,1018.2077634619019,-897.9277909663319,Luapula,0.0,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,15.316892000000001,5486.88497558957,-5126.725828447345,Luapula,0.0,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.7,7090.02797117308,-6357.200345278948,Luapula,0.0,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,18.7,28827.994652668098,-27284.444136482638,Lusaka,0.0,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,19.0665148,8661.392161189533,-8205.172171221071,Lusaka,0.0,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.0,8125.398280652953,-7498.444566756572,Lusaka,0.0,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,3.5900894,1008.1879422619023,-725.6411842168513,Muchinga,0.0,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,5.8,2940.7390236929364,-2431.887467883809,Muchinga,0.0,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,6.2,1013.407763461904,-848.116188709984,Northern,0.10561797752808988,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.6718239,1380.0925529793294,-1198.3318375412014,Northern,0.1011029411764706,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,10.6,5577.477582593707,-5049.394791782979,Northern,0.07613469985358713,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,14.6,2683.898589358238,-2498.1384120049343,Southern,0.15333333333333332,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.21220145,3313.1035896088456,-3060.4183724523327,Southern,0.12517385257301808,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,8263.173647500653,-7510.066952273321,Southern,0.08370044052863436,2014.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,8.3,1017.6077634619018,-893.1249003942028,Western,0.034383954154727794,2002.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.729602900000001,3368.2383219029543,-3120.9844462862784,Western,0.0468384074941452,2007.5,1.0
196,45b16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.5,7025.601869074862,-6461.633719548874,Western,0.06851851851851852,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,0.0,1.0,62.524271634637,Central,0.3319238900634249,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.1462537,6735.532326189514,-6429.43880240813,Central,0.27845884413309985,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,14.8,12999.529815923874,-12119.250774307397,Central,0.2359882005899705,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.1,1045.2077634619018,-995.9585433957524,Copperbelt,0.2537313432835821,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,21.5884494,6384.415684735318,-6086.729062391088,Copperbelt,0.2733564013840831,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,20.0,14663.62260272806,-13928.491472591657,Copperbelt,0.2521572387344199,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.1,1132.6475290731323,-1060.3588626710743,Eastern,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,11.370672099999998,3484.782471235827,-3176.3993093085887,Eastern,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.9,11324.197268020245,-10283.371830587195,Eastern,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,13.3,1027.6077634619016,-948.4192098181496,Luapula,0.00516795865633075,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,11.5189037,3651.8808832667964,-3332.9339776974066,Luapula,0.004246284501061571,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,12.1,9041.326456647197,-8292.192038742469,Luapula,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,25.0,1051.0077634619024,-1007.0074529234264,Lusaka,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.397826300000002,5850.611883235692,-5587.443151730899,Lusaka,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,19.4,11814.396538880941,-11203.458572959244,Lusaka,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,6.809329300000001,1106.3673413346016,-942.0360319449087,Muchinga,0.2891566265060241,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,6.9,5007.762454530294,-4280.144707496918,Muchinga,0.28501228501228504,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.0,1021.0077634618999,-917.00698711571,Northern,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,8.2724281,1280.6087032318217,-1123.9251341800916,Northern,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.4,6288.488175100569,-5681.922004417821,Northern,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,20.2,1041.4077634619014,-987.9024286370546,Southern,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,15.768985500000001,6045.440500263482,-5660.128555416841,Southern,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,14.7,8213.247955076164,-7652.5916316015955,Southern,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.9,1034.807763461902,-971.635706452322,Western,0.2457627118644068,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.0430246,3593.5978876249474,-3367.6626897929286,Western,0.22380952380952385,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Female,17.5,7539.259158169162,-7106.501491988067,Western,0.16300366300366298,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.4,1027.807763461902,-949.1803184274318,Central,0.2675438596491228,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.965129800000001,3492.099683691275,-3220.83128934853,Central,0.2,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.8,5580.329706497115,-5009.010348691287,Central,0.16886930983847284,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,17.3,1035.6077634619016,-973.803846498786,Copperbelt,0.2139917695473251,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.3305845,3562.899514255689,-3272.032468718984,Copperbelt,0.2222222222222222,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,16.2,8070.176097978713,-7570.078807980027,Copperbelt,0.1996215704824976,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,1023.0077634619016,-928.097966783547,Eastern,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.1175849,2721.641866930488,-2421.246853692883,Eastern,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.7,6552.681559192647,-5699.813824232563,Eastern,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,8.6,1018.2077634619019,-897.9277909663319,Luapula,0.005128205128205128,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,15.316892000000001,5486.88497558957,-5126.725828447345,Luapula,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.7,7090.02797117308,-6357.200345278948,Luapula,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,18.7,28827.994652668098,-27284.444136482638,Lusaka,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,19.0665148,8661.392161189533,-8205.172171221071,Lusaka,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.0,8125.398280652953,-7498.444566756572,Lusaka,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,3.5900894,1008.1879422619023,-725.6411842168513,Muchinga,0.2153392330383481,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,5.8,2940.7390236929364,-2431.887467883809,Muchinga,0.19518072289156627,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,6.2,1013.407763461904,-848.116188709984,Northern,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.6718239,1380.0925529793294,-1198.3318375412014,Northern,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,10.6,5577.477582593707,-5049.394791782979,Northern,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,14.6,2683.898589358238,-2498.1384120049343,Southern,0.0,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.21220145,3313.1035896088456,-3060.4183724523327,Southern,0.0,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,8263.173647500653,-7510.066952273321,Southern,0.0,2014.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,8.3,1017.6077634619018,-893.1249003942028,Western,0.1671388101983003,2002.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.729602900000001,3368.2383219029543,-3120.9844462862784,Western,0.1686746987951807,2007.5,1.0
137,aad97649-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.5,7025.601869074862,-6461.633719548874,Western,0.11787819253438114,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,0.0,1.0,62.524271634637,Central,0.0,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.1462537,6735.532326189514,-6429.43880240813,Central,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,14.8,12999.529815923874,-12119.250774307397,Central,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.1,1045.2077634619018,-995.9585433957524,Copperbelt,0.290519877675841,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,21.5884494,6384.415684735318,-6086.729062391088,Copperbelt,0.2673656618610747,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,20.0,14663.62260272806,-13928.491472591657,Copperbelt,0.2605997931747673,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.1,1132.6475290731323,-1060.3588626710743,Eastern,0.0,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,11.370672099999998,3484.782471235827,-3176.3993093085887,Eastern,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.9,11324.197268020245,-10283.371830587195,Eastern,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,13.3,1027.6077634619016,-948.4192098181496,Luapula,0.0,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,11.5189037,3651.8808832667964,-3332.9339776974066,Luapula,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,12.1,9041.326456647197,-8292.192038742469,Luapula,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,25.0,1051.0077634619024,-1007.0074529234264,Lusaka,0.0010834236186348864,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,22.397826300000002,5850.611883235692,-5587.443151730899,Lusaka,0.0018115942028985507,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,19.4,11814.396538880941,-11203.458572959244,Lusaka,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,6.809329300000001,1106.3673413346016,-942.0360319449087,Muchinga,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,6.9,5007.762454530294,-4280.144707496918,Muchinga,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.0,1021.0077634618999,-917.00698711571,Northern,0.12606837606837604,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,8.2724281,1280.6087032318217,-1123.9251341800916,Northern,0.10661764705882353,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,10.4,6288.488175100569,-5681.922004417821,Northern,0.06917293233082708,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,20.2,1041.4077634619014,-987.9024286370546,Southern,0.19607843137254904,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,15.768985500000001,6045.440500263482,-5660.128555416841,Southern,0.17167381974248927,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,14.7,8213.247955076164,-7652.5916316015955,Southern,0.1216685979142526,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.9,1034.807763461902,-971.635706452322,Western,0.0,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,16.0430246,3593.5978876249474,-3367.6626897929286,Western,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Female,17.5,7539.259158169162,-7106.501491988067,Western,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.4,1027.807763461902,-949.1803184274318,Central,0.0,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.965129800000001,3492.099683691275,-3220.83128934853,Central,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.8,5580.329706497115,-5009.010348691287,Central,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,17.3,1035.6077634619016,-973.803846498786,Copperbelt,0.2020057306590258,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,12.3305845,3562.899514255689,-3272.032468718984,Copperbelt,0.22490470139771285,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,16.2,8070.176097978713,-7570.078807980027,Copperbelt,0.20041109969167525,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,1023.0077634619016,-928.097966783547,Eastern,0.0015698587127158554,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.1175849,2721.641866930488,-2421.246853692883,Eastern,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.7,6552.681559192647,-5699.813824232563,Eastern,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,8.6,1018.2077634619019,-897.9277909663319,Luapula,0.0,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,15.316892000000001,5486.88497558957,-5126.725828447345,Luapula,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,9.7,7090.02797117308,-6357.200345278948,Luapula,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,18.7,28827.994652668098,-27284.444136482638,Lusaka,0.0021344717182497333,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,19.0665148,8661.392161189533,-8205.172171221071,Lusaka,0.001728608470181504,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.0,8125.398280652953,-7498.444566756572,Lusaka,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,3.5900894,1008.1879422619023,-725.6411842168513,Muchinga,0.0,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,5.8,2940.7390236929364,-2431.887467883809,Muchinga,0.0,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,6.2,1013.407763461904,-848.116188709984,Northern,0.07954545454545454,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,7.6718239,1380.0925529793294,-1198.3318375412014,Northern,0.062385321100917435,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,10.6,5577.477582593707,-5049.394791782979,Northern,0.06484149855907781,2014.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,14.6,2683.898589358238,-2498.1384120049343,Southern,0.13379073756432247,2002.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,13.21220145,3313.1035896088456,-3060.4183724523327,Southern,0.11611030478955008,2007.5,1.0
198,4ab16a55-f620-e911-a2be-c4346bcb1554,[15:50),Male,11.0,8263.173647500653,-7510.066952273321,Southern,0.09111880046136102,2014.5,1.0
